state,year,type_variable,Statistics
MS,2005,Unemployment Rate,7.5
MT,2005,Unemployment Rate,4.325
NC,2005,Unemployment Rate,5.242
ND,2005,Unemployment Rate,3.375
NE,2005,Unemployment Rate,3.8
NH,2005,Unemployment Rate,3.575
NJ,2005,Unemployment Rate,4.45
NM,2005,Unemployment Rate,5.083
NV,2005,Unemployment Rate,4.092
NY,2005,Unemployment Rate,5
OH,2005,Unemployment Rate,5.908
OK,2005,Unemployment Rate,4.458
OR,2005,Unemployment Rate,6.183
PA,2005,Unemployment Rate,4.967
RI,2005,Unemployment Rate,5.042
SC,2005,Unemployment Rate,6.717
SD,2005,Unemployment Rate,3.8
TN,2005,Unemployment Rate,5.558
TX,2005,Unemployment Rate,5.408
UT,2005,Unemployment Rate,4.075
VA,2005,Unemployment Rate,3.575
VT,2005,Unemployment Rate,3.492
WA,2005,Unemployment Rate,5.542
WI,2005,Unemployment Rate,4.717
WV,2005,Unemployment Rate,5.1
WY,2005,Unemployment Rate,3.575
AK,2005,Crude Rate,17.4
AL,2005,Crude Rate,16.1
AR,2005,Crude Rate,15.8
AZ,2005,Crude Rate,16
CA,2005,Crude Rate,9.6
CO,2005,Crude Rate,11.6
CT,2005,Crude Rate,5.3
DC,2005,Crude Rate,27.2
DE,2005,Crude Rate,8.9
FL,2005,Crude Rate,10.3
GA,2005,Crude Rate,11.9
HI,2005,Crude Rate,2.2
IA,2005,Crude Rate,6.8
ID,2005,Crude Rate,13.7
IL,2005,Crude Rate,8.1
IN,2005,Crude Rate,11.2
KS,2005,Crude Rate,9.4
KY,2005,Crude Rate,13.1
LA,2005,Crude Rate,18.7
MA,2005,Crude Rate,3.5
MD,2005,Crude Rate,11.7
ME,2005,Crude Rate,8.3
MI,2005,Crude Rate,10.7
MN,2005,Crude Rate,7.1
MO,2005,Crude Rate,13
MS,2005,Crude Rate,15.7
MT,2005,Crude Rate,17.1
NC,2005,Crude Rate,12.9
ND,2005,Crude Rate,9.4
NE,2005,Crude Rate,7.7
NH,2005,Crude Rate,6.8
NJ,2005,Crude Rate,5
NM,2005,Crude Rate,13.8
NV,2005,Crude Rate,16
NY,2005,Crude Rate,5.3
OH,2005,Crude Rate,9.7
OK,2005,Crude Rate,13.2
OR,2005,Crude Rate,11.1
PA,2005,Crude Rate,10.9
RI,2005,Crude Rate,3.7
SC,2005,Crude Rate,13.8
SD,2005,Crude Rate,10.6
TN,2005,Crude Rate,16.3
TX,2005,Crude Rate,10.9
UT,2005,Crude Rate,9.2
VA,2005,Crude Rate,11.7
VT,2005,Crude Rate,7.1
WA,2005,Crude Rate,9.1
WI,2005,Crude Rate,8.5
WV,2005,Crude Rate,14.3
WY,2005,Crude Rate,13.8
AK,2005,Deaths,116
AL,2005,Deaths,736
AR,2005,Deaths,439
AZ,2005,Deaths,934
CA,2005,Deaths,3453
CO,2005,Deaths,535
CT,2005,Deaths,187
DC,2005,Deaths,154
DE,2005,Deaths,75
FL,2005,Deaths,1838
GA,2005,Deaths,1064
HI,2005,Deaths,28
IA,2005,Deaths,201
ID,2005,Deaths,195
IL,2005,Deaths,1019
IN,2005,Deaths,705
KS,2005,Deaths,257
KY,2005,Deaths,548
LA,2005,Deaths,858
MA,2005,Deaths,224
MD,2005,Deaths,657
ME,2005,Deaths,109
MI,2005,Deaths,1074
MN,2005,Deaths,361
MO,2005,Deaths,752
MS,2005,Deaths,455
MT,2005,Deaths,161
NC,2005,Deaths,1119
ND,2005,Deaths,61
NE,2005,Deaths,135
NH,2005,Deaths,88
NJ,2005,Deaths,434
NM,2005,Deaths,267
NV,2005,Deaths,390
NY,2005,Deaths,1019
OH,2005,Deaths,1116
OK,2005,Deaths,468
OR,2005,Deaths,402
PA,2005,Deaths,1352
RI,2005,Deaths,39
SC,2005,Deaths,589
SD,2005,Deaths,82
TN,2005,Deaths,976
TX,2005,Deaths,2490
UT,2005,Deaths,227
VA,2005,Deaths,888
VT,2005,Deaths,44
WA,2005,Deaths,567
WI,2005,Deaths,474
WV,2005,Deaths,261
WY,2005,Deaths,71
AK,2005,Population,666946
AL,2005,Population,4569805
AR,2005,Population,2781097
AZ,2005,Population,5839077
CA,2005,Population,35827943
CO,2005,Population,4631888
CT,2005,Population,3506956
DC,2005,Population,567136
DE,2005,Population,845150
FL,2005,Population,17842038
GA,2005,Population,8925922
HI,2005,Population,1292729
IA,2005,Population,2964454
ID,2005,Population,1428241
IL,2005,Population,12609903
IN,2005,Population,6278616
KS,2005,Population,2745299
KY,2005,Population,4182742
LA,2005,Population,4576628
MA,2005,Population,6403290
MD,2005,Population,5592379
ME,2005,Population,1318787
MI,2005,Population,10051137
MN,2005,Population,5119598
MO,2005,Population,5790300
MS,2005,Population,2905943
MT,2005,Population,940102
NC,2005,Population,8705407
ND,2005,Population,646089
NE,2005,Population,1761497
NH,2005,Population,1298492
NJ,2005,Population,8651974
NM,2005,Population,1932274
NV,2005,Population,2432143
NY,2005,Population,19132610
OH,2005,Population,11463320
OK,2005,Population,3548597
OR,2005,Population,3613202
PA,2005,Population,12449990
RI,2005,Population,1067916
SC,2005,Population,4270150
SD,2005,Population,775493
TN,2005,Population,5991057
TX,2005,Population,22778123
UT,2005,Population,2457719
VA,2005,Population,7577105
VT,2005,Population,621215
WA,2005,Population,6257305
WI,2005,Population,5546166
WV,2005,Population,1820492
WY,2005,Population,514157
AK,2005,Law Strength (2016 only),44
AL,2005,Law Strength (2016 only),36
AR,2005,Law Strength (2016 only),39
AZ,2005,Law Strength (2016 only),47
CA,2005,Law Strength (2016 only),1
CO,2005,Law Strength (2016 only),15
CT,2005,Law Strength (2016 only),3
DE,2005,Law Strength (2016 only),11
FL,2005,Law Strength (2016 only),26
GA,2005,Law Strength (2016 only),32
HI,2005,Law Strength (2016 only),7
IA,2005,Law Strength (2016 only),18
ID,2005,Law Strength (2016 only),46
IL,2005,Law Strength (2016 only),8
IN,2005,Law Strength (2016 only),23
KS,2005,Law Strength (2016 only),48
KY,2005,Law Strength (2016 only),42
LA,2005,Law Strength (2016 only),43
MA,2005,Law Strength (2016 only),4
MD,2005,Law Strength (2016 only),6
ME,2005,Law Strength (2016 only),35
MI,2005,Law Strength (2016 only),16
MN,2005,Law Strength (2016 only),12
MO,2005,Law Strength (2016 only),48
MS,2005,Law Strength (2016 only),50
MT,2005,Law Strength (2016 only),37
NC,2005,Law Strength (2016 only),25
ND,2005,Law Strength (2016 only),37
NE,2005,Law Strength (2016 only),19
NH,2005,Law Strength (2016 only),31
NJ,2005,Law Strength (2016 only),2
NM,2005,Law Strength (2016 only),29
NV,2005,Law Strength (2016 only),22
NY,2005,Law Strength (2016 only),5
OH,2005,Law Strength (2016 only),21
OK,2005,Law Strength (2016 only),27
OR,2005,Law Strength (2016 only),14
PA,2005,Law Strength (2016 only),13
RI,2005,Law Strength (2016 only),9
SC,2005,Law Strength (2016 only),29
SD,2005,Law Strength (2016 only),40
TN,2005,Law Strength (2016 only),24
TX,2005,Law Strength (2016 only),32
UT,2005,Law Strength (2016 only),27
VA,2005,Law Strength (2016 only),20
VT,2005,Law Strength (2016 only),41
WA,2005,Law Strength (2016 only),10
WI,2005,Law Strength (2016 only),17
WV,2005,Law Strength (2016 only),32
WY,2005,Law Strength (2016 only),45
AK,2006,Unemployment Rate,6.625
AL,2006,Unemployment Rate,4.067
AR,2006,Unemployment Rate,5.175
AZ,2006,Unemployment Rate,4.225
CA,2006,Unemployment Rate,4.917
CO,2006,Unemployment Rate,4.308
CT,2006,Unemployment Rate,4.333
DC,2006,Unemployment Rate,5.792
DE,2006,Unemployment Rate,3.592
DS,2006,Unemployment Rate,5.077
FL,2006,Unemployment Rate,3.242
GA,2006,Unemployment Rate,4.725
HI,2006,Unemployment Rate,2.642
IA,2006,Unemployment Rate,3.7
ID,2006,Unemployment Rate,3.475
IL,2006,Unemployment Rate,4.567
IN,2006,Unemployment Rate,5.083
KS,2006,Unemployment Rate,4.392
KY,2006,Unemployment Rate,5.733
LA,2006,Unemployment Rate,4.425
MA,2006,Unemployment Rate,4.892
MD,2006,Unemployment Rate,3.867
ME,2006,Unemployment Rate,4.567
MI,2006,Unemployment Rate,7.008
MN,2006,Unemployment Rate,3.992
MO,2006,Unemployment Rate,4.867
MS,2006,Unemployment Rate,6.558
MT,2006,Unemployment Rate,3.508
NC,2006,Unemployment Rate,4.758
ND,2006,Unemployment Rate,3.208
NE,2006,Unemployment Rate,3.133
NH,2006,Unemployment Rate,3.442
NJ,2006,Unemployment Rate,4.733
NM,2006,Unemployment Rate,4.175
NV,2006,Unemployment Rate,4.05
NY,2006,Unemployment Rate,4.558
OH,2006,Unemployment Rate,5.425
OK,2006,Unemployment Rate,4.025
OR,2006,Unemployment Rate,5.333
PA,2006,Unemployment Rate,4.592
RI,2006,Unemployment Rate,4.942
SC,2006,Unemployment Rate,6.458
SD,2006,Unemployment Rate,3.117
TN,2006,Unemployment Rate,5.225
TX,2006,Unemployment Rate,4.892
UT,2006,Unemployment Rate,2.983
VA,2006,Unemployment Rate,3.117
VT,2006,Unemployment Rate,3.683
WA,2006,Unemployment Rate,5.05
WI,2006,Unemployment Rate,4.742
WV,2006,Unemployment Rate,4.95
WY,2006,Unemployment Rate,3.175
AK,2006,Crude Rate,16.4
AL,2006,Crude Rate,16.9
AR,2006,Crude Rate,15.1
AZ,2006,Crude Rate,16.3
CA,2006,Crude Rate,9.3
CO,2006,Crude Rate,10.5
CT,2006,Crude Rate,4.9
DC,2006,Crude Rate,23.5
DE,2006,Crude Rate,9.2
FL,2006,Crude Rate,11.5
GA,2006,Crude Rate,12.5
HI,2006,Crude Rate,2.5
IA,2006,Crude Rate,6.5
ID,2006,Crude Rate,12.3
IL,2006,Crude Rate,8.2
IN,2006,Crude Rate,11.7
KS,2006,Crude Rate,10.8
KY,2006,Crude Rate,12.6
LA,2006,Crude Rate,19.3
MA,2006,Crude Rate,3.3
MD,2006,Crude Rate,12
ME,2006,Crude Rate,7.9
MI,2006,Crude Rate,11.5
MN,2006,Crude Rate,6.4
MO,2006,Crude Rate,13.1
MS,2006,Crude Rate,16.4
MT,2006,Crude Rate,12.6
NC,2006,Crude Rate,12.7
ND,2006,Crude Rate,7.1
NE,2006,Crude Rate,8
NH,2006,Crude Rate,6.3
NJ,2006,Crude Rate,5.7
NM,2006,Crude Rate,14.4
NV,2006,Crude Rate,16.1
NY,2006,Crude Rate,5.2
OH,2006,Crude Rate,9.7
OK,2006,Crude Rate,13.4
OR,2006,Crude Rate,10.5
PA,2006,Crude Rate,11
RI,2006,Crude Rate,4.4
SC,2006,Crude Rate,14.1
SD,2006,Crude Rate,9.8
TN,2006,Crude Rate,15.5
TX,2006,Crude Rate,10.4
UT,2006,Crude Rate,8.9
VA,2006,Crude Rate,10.6
VT,2006,Crude Rate,8.7
WA,2006,Crude Rate,8.6
WI,2006,Crude Rate,7.6
WV,2006,Crude Rate,13.8
WY,2006,Crude Rate,15.3
AK,2006,Deaths,111
AL,2006,Deaths,780
AR,2006,Deaths,426
AZ,2006,Deaths,982
CA,2006,Deaths,3363
CO,2006,Deaths,497
CT,2006,Deaths,173
DC,2006,Deaths,134
DE,2006,Deaths,79
FL,2006,Deaths,2083
GA,2006,Deaths,1144
HI,2006,Deaths,33
IA,2006,Deaths,193
ID,2006,Deaths,180
IL,2006,Deaths,1036
IN,2006,Deaths,742
KS,2006,Deaths,299
KY,2006,Deaths,531
LA,2006,Deaths,831
MA,2006,Deaths,211
MD,2006,Deaths,678
ME,2006,Deaths,105
MI,2006,Deaths,1157
MN,2006,Deaths,329
MO,2006,Deaths,767
MS,2006,Deaths,475
MT,2006,Deaths,120
NC,2006,Deaths,1133
ND,2006,Deaths,46
NE,2006,Deaths,141
NH,2006,Deaths,82
NJ,2006,Deaths,492
NM,2006,Deaths,283
NV,2006,Deaths,405
NY,2006,Deaths,1002
OH,2006,Deaths,1114
OK,2006,Deaths,482
OR,2006,Deaths,384
PA,2006,Deaths,1371
RI,2006,Deaths,47
SC,2006,Deaths,616
SD,2006,Deaths,77
TN,2006,Deaths,943
TX,2006,Deaths,2422
UT,2006,Deaths,224
VA,2006,Deaths,816
VT,2006,Deaths,54
WA,2006,Deaths,546
WI,2006,Deaths,424
WV,2006,Deaths,253
WY,2006,Deaths,80
AK,2006,Population,675302
AL,2006,Population,4628981
AR,2006,Population,2821761
AZ,2006,Population,6029141
CA,2006,Population,36021202
CO,2006,Population,4720423
CT,2006,Population,3517460
DC,2006,Population,570681
DE,2006,Population,859268
FL,2006,Population,18166990
GA,2006,Population,9155813
HI,2006,Population,1309731
IA,2006,Population,2982644
ID,2006,Population,1468669
IL,2006,Population,12643955
IN,2006,Population,6332669
KS,2006,Population,2762931
KY,2006,Population,4219239
LA,2006,Population,4302665
MA,2006,Population,6410084
MD,2006,Population,5627367
ME,2006,Population,1323619
MI,2006,Population,10036081
MN,2006,Population,5163555
MO,2006,Population,5842704
MS,2006,Population,2904978
MT,2006,Population,952692
NC,2006,Population,8917270
ND,2006,Population,649422
NE,2006,Population,1772693
NH,2006,Population,1308389
NJ,2006,Population,8661679
NM,2006,Population,1962137
NV,2006,Population,2522658
NY,2006,Population,19104631
OH,2006,Population,11481213
OK,2006,Population,3594090
OR,2006,Population,3670883
PA,2006,Population,12510809
RI,2006,Population,1063096
SC,2006,Population,4357847
SD,2006,Population,783033
TN,2006,Population,6088766
TX,2006,Population,23359580
UT,2006,Population,2525507
VA,2006,Population,7673725
VT,2006,Population,622892
WA,2006,Population,6370753
WI,2006,Population,5577655
WV,2006,Population,1827912
WY,2006,Population,522667
AK,2006,Law Strength (2016 only),44
AL,2006,Law Strength (2016 only),36
AR,2006,Law Strength (2016 only),39
AZ,2006,Law Strength (2016 only),47
CA,2006,Law Strength (2016 only),1
CO,2006,Law Strength (2016 only),15
CT,2006,Law Strength (2016 only),3
DE,2006,Law Strength (2016 only),11
FL,2006,Law Strength (2016 only),26
GA,2006,Law Strength (2016 only),32
HI,2006,Law Strength (2016 only),7
IA,2006,Law Strength (2016 only),18
ID,2006,Law Strength (2016 only),46
IL,2006,Law Strength (2016 only),8
IN,2006,Law Strength (2016 only),23
KS,2006,Law Strength (2016 only),48
KY,2006,Law Strength (2016 only),42
LA,2006,Law Strength (2016 only),43
MA,2006,Law Strength (2016 only),4
MD,2006,Law Strength (2016 only),6
ME,2006,Law Strength (2016 only),35
MI,2006,Law Strength (2016 only),16
MN,2006,Law Strength (2016 only),12
MO,2006,Law Strength (2016 only),48
MS,2006,Law Strength (2016 only),50
MT,2006,Law Strength (2016 only),37
NC,2006,Law Strength (2016 only),25
ND,2006,Law Strength (2016 only),37
NE,2006,Law Strength (2016 only),19
NH,2006,Law Strength (2016 only),31
NJ,2006,Law Strength (2016 only),2
NM,2006,Law Strength (2016 only),29
NV,2006,Law Strength (2016 only),22
NY,2006,Law Strength (2016 only),5
OH,2006,Law Strength (2016 only),21
OK,2006,Law Strength (2016 only),27
OR,2006,Law Strength (2016 only),14
PA,2006,Law Strength (2016 only),13
RI,2006,Law Strength (2016 only),9
SC,2006,Law Strength (2016 only),29
SD,2006,Law Strength (2016 only),40
TN,2006,Law Strength (2016 only),24
TX,2006,Law Strength (2016 only),32
UT,2006,Law Strength (2016 only),27
VA,2006,Law Strength (2016 only),20
VT,2006,Law Strength (2016 only),41
WA,2006,Law Strength (2016 only),10
WI,2006,Law Strength (2016 only),17
WV,2006,Law Strength (2016 only),32
WY,2006,Law Strength (2016 only),45
AK,2007,Unemployment Rate,6.35
AL,2007,Unemployment Rate,3.975
AR,2007,Unemployment Rate,5.3
AZ,2007,Unemployment Rate,3.825
CA,2007,Unemployment Rate,5.375
CO,2007,Unemployment Rate,3.725
CT,2007,Unemployment Rate,4.475
DC,2007,Unemployment Rate,5.533
DE,2007,Unemployment Rate,3.442
DS,2007,Unemployment Rate,5.087
FL,2007,Unemployment Rate,4.008
GA,2007,Unemployment Rate,4.542
HI,2007,Unemployment Rate,2.775
IA,2007,Unemployment Rate,3.7
ID,2007,Unemployment Rate,3.042
IL,2007,Unemployment Rate,4.958
IN,2007,Unemployment Rate,4.558
KS,2007,Unemployment Rate,4.242
KY,2007,Unemployment Rate,5.375
LA,2007,Unemployment Rate,4.242
MA,2007,Unemployment Rate,4.6
MD,2007,Unemployment Rate,3.45
ME,2007,Unemployment Rate,4.683
MI,2007,Unemployment Rate,7
MN,2007,Unemployment Rate,4.55
MO,2007,Unemployment Rate,5.083
MS,2007,Unemployment Rate,6.092
MT,2007,Unemployment Rate,3.575
NC,2007,Unemployment Rate,4.717
ND,2007,Unemployment Rate,3.1
NE,2007,Unemployment Rate,3
NH,2007,Unemployment Rate,3.525
NJ,2007,Unemployment Rate,4.275
NM,2007,Unemployment Rate,3.758
NV,2007,Unemployment Rate,4.492
NY,2007,Unemployment Rate,4.55
OH,2007,Unemployment Rate,5.542
OK,2007,Unemployment Rate,4.075
OR,2007,Unemployment Rate,5.167
PA,2007,Unemployment Rate,4.392
RI,2007,Unemployment Rate,5.192
SC,2007,Unemployment Rate,5.65
SD,2007,Unemployment Rate,2.825
TN,2007,Unemployment Rate,4.667
TX,2007,Unemployment Rate,4.275
UT,2007,Unemployment Rate,2.592
VA,2007,Unemployment Rate,3.042
VT,2007,Unemployment Rate,4.025
WA,2007,Unemployment Rate,4.692
WI,2007,Unemployment Rate,4.892
WV,2007,Unemployment Rate,4.558
WY,2007,Unemployment Rate,2.85
AK,2007,Crude Rate,17.6
AL,2007,Crude Rate,17.4
AR,2007,Crude Rate,15
AZ,2007,Crude Rate,15.4
CA,2007,Crude Rate,9
CO,2007,Crude Rate,10.5
CT,2007,Crude Rate,4.2
DC,2007,Crude Rate,25.1
DE,2007,Crude Rate,9.1
FL,2007,Crude Rate,12.4
GA,2007,Crude Rate,13.3
HI,2007,Crude Rate,2.7
IA,2007,Crude Rate,5.2
ID,2007,Crude Rate,12.4
IL,2007,Crude Rate,8.1
IN,2007,Crude Rate,10.5
KS,2007,Crude Rate,10.5
KY,2007,Crude Rate,14.4
LA,2007,Crude Rate,19.9
MA,2007,Crude Rate,3.7
MD,2007,Crude Rate,12
ME,2007,Crude Rate,8.1
MI,2007,Crude Rate,10.9
MN,2007,Crude Rate,6.6
MO,2007,Crude Rate,12.9
MS,2007,Crude Rate,18.3
MT,2007,Crude Rate,14.4
NC,2007,Crude Rate,12.2
ND,2007,Crude Rate,8.7
NE,2007,Crude Rate,8
NH,2007,Crude Rate,5.9
NJ,2007,Crude Rate,5.1
NM,2007,Crude Rate,14.8
NV,2007,Crude Rate,15.9
NY,2007,Crude Rate,5.1
OH,2007,Crude Rate,9.6
OK,2007,Crude Rate,13.3
OR,2007,Crude Rate,10.4
PA,2007,Crude Rate,10.5
RI,2007,Crude Rate,3.5
SC,2007,Crude Rate,13.3
SD,2007,Crude Rate,6.6
TN,2007,Crude Rate,15
TX,2007,Crude Rate,10.7
UT,2007,Crude Rate,9.7
VA,2007,Crude Rate,10.6
VT,2007,Crude Rate,8.3
WA,2007,Crude Rate,8.5
WI,2007,Crude Rate,8.7
WV,2007,Crude Rate,14.6
WY,2007,Crude Rate,14.2
AK,2007,Deaths,120
AL,2007,Deaths,812
AR,2007,Deaths,426
AZ,2007,Deaths,951
CA,2007,Deaths,3268
CO,2007,Deaths,505
CT,2007,Deaths,149
DC,2007,Deaths,144
DE,2007,Deaths,79
FL,2007,Deaths,2272
GA,2007,Deaths,1244
HI,2007,Deaths,36
IA,2007,Deaths,157
ID,2007,Deaths,187
IL,2007,Deaths,1032
IN,2007,Deaths,670
KS,2007,Deaths,292
KY,2007,Deaths,612
LA,2007,Deaths,869
MA,2007,Deaths,235
MD,2007,Deaths,678
ME,2007,Deaths,107
MI,2007,Deaths,1095
MN,2007,Deaths,344
MO,2007,Deaths,759
MS,2007,Deaths,535
MT,2007,Deaths,139
NC,2007,Deaths,1116
ND,2007,Deaths,57
NE,2007,Deaths,142
NH,2007,Deaths,78
NJ,2007,Deaths,446
NM,2007,Deaths,295
NV,2007,Deaths,414
NY,2007,Deaths,985
OH,2007,Deaths,1105
OK,2007,Deaths,482
OR,2007,Deaths,387
PA,2007,Deaths,1325
RI,2007,Deaths,37
SC,2007,Deaths,592
SD,2007,Deaths,52
TN,2007,Deaths,924
TX,2007,Deaths,2561
UT,2007,Deaths,253
VA,2007,Deaths,825
VT,2007,Deaths,52
WA,2007,Deaths,548
WI,2007,Deaths,488
WV,2007,Deaths,267
WY,2007,Deaths,76
AK,2007,Population,680300
AL,2007,Population,4672840
AR,2007,Population,2848650
AZ,2007,Population,6167681
CA,2007,Population,36250311
CO,2007,Population,4803868
CT,2007,Population,3527270
DC,2007,Population,574404
DE,2007,Population,871749
FL,2007,Population,18367842
GA,2007,Population,9349988
HI,2007,Population,1315675
IA,2007,Population,2999212
ID,2007,Population,1505105
IL,2007,Population,12695866
IN,2007,Population,6379599
KS,2007,Population,2783785
KY,2007,Population,4256672
LA,2007,Population,4375581
MA,2007,Population,6431559
MD,2007,Population,5653408
ME,2007,Population,1327040
MI,2007,Population,10001284
MN,2007,Population,5207203
MO,2007,Population,5887612
MS,2007,Population,2928350
MT,2007,Population,964706
NC,2007,Population,9118037
ND,2007,Population,652822
NE,2007,Population,1783440
NH,2007,Population,1312540
NJ,2007,Population,8677885
NM,2007,Population,1990070
NV,2007,Population,2601072
NY,2007,Population,19132335
OH,2007,Population,11500468
OK,2007,Population,3634349
OR,2007,Population,3722417
PA,2007,Population,12563937
RI,2007,Population,1057315
SC,2007,Population,4444110
SD,2007,Population,791623
TN,2007,Population,6175727
TX,2007,Population,23831983
UT,2007,Population,2597746
VA,2007,Population,7751e3
VT,2007,Population,623481
WA,2007,Population,6461587
WI,2007,Population,5610775
WV,2007,Population,1834052
WY,2007,Population,534876
AK,2007,Law Strength (2016 only),44
AL,2007,Law Strength (2016 only),36
AR,2007,Law Strength (2016 only),39
AZ,2007,Law Strength (2016 only),47
CA,2007,Law Strength (2016 only),1
CO,2007,Law Strength (2016 only),15
CT,2007,Law Strength (2016 only),3
DE,2007,Law Strength (2016 only),11
FL,2007,Law Strength (2016 only),26
GA,2007,Law Strength (2016 only),32
HI,2007,Law Strength (2016 only),7
IA,2007,Law Strength (2016 only),18
ID,2007,Law Strength (2016 only),46
IL,2007,Law Strength (2016 only),8
IN,2007,Law Strength (2016 only),23
KS,2007,Law Strength (2016 only),48
KY,2007,Law Strength (2016 only),42
LA,2007,Law Strength (2016 only),43
MA,2007,Law Strength (2016 only),4
MD,2007,Law Strength (2016 only),6
ME,2007,Law Strength (2016 only),35
MI,2007,Law Strength (2016 only),16
MN,2007,Law Strength (2016 only),12
MO,2007,Law Strength (2016 only),48
MS,2007,Law Strength (2016 only),50
MT,2007,Law Strength (2016 only),37
NC,2007,Law Strength (2016 only),25
ND,2007,Law Strength (2016 only),37
NE,2007,Law Strength (2016 only),19
NH,2007,Law Strength (2016 only),31
NJ,2007,Law Strength (2016 only),2
NM,2007,Law Strength (2016 only),29
NV,2007,Law Strength (2016 only),22
NY,2007,Law Strength (2016 only),5
OH,2007,Law Strength (2016 only),21
OK,2007,Law Strength (2016 only),27
OR,2007,Law Strength (2016 only),14
PA,2007,Law Strength (2016 only),13
RI,2007,Law Strength (2016 only),9
SC,2007,Law Strength (2016 only),29
SD,2007,Law Strength (2016 only),40
TN,2007,Law Strength (2016 only),24
TX,2007,Law Strength (2016 only),32
UT,2007,Law Strength (2016 only),27
VA,2007,Law Strength (2016 only),20
VT,2007,Law Strength (2016 only),41
WA,2007,Law Strength (2016 only),10
WI,2007,Law Strength (2016 only),17
WV,2007,Law Strength (2016 only),32
WY,2007,Law Strength (2016 only),45
AK,2008,Unemployment Rate,6.708
AL,2008,Unemployment Rate,5.717
AR,2008,Unemployment Rate,5.5
AZ,2008,Unemployment Rate,6.142
CA,2008,Unemployment Rate,7.292
CO,2008,Unemployment Rate,4.85
CT,2008,Unemployment Rate,5.667
DC,2008,Unemployment Rate,6.442
DE,2008,Unemployment Rate,4.967
DS,2008,Unemployment Rate,6.25
FL,2008,Unemployment Rate,6.3
GA,2008,Unemployment Rate,6.267
HI,2008,Unemployment Rate,4.325
IA,2008,Unemployment Rate,4.233
ID,2008,Unemployment Rate,5.142
IL,2008,Unemployment Rate,6.308
IN,2008,Unemployment Rate,5.917
KS,2008,Unemployment Rate,4.625
KY,2008,Unemployment Rate,6.467
LA,2008,Unemployment Rate,4.925
MA,2008,Unemployment Rate,5.55
MD,2008,Unemployment Rate,4.25
ME,2008,Unemployment Rate,5.517
MI,2008,Unemployment Rate,8.042
MN,2008,Unemployment Rate,5.442
MO,2008,Unemployment Rate,6.175
MS,2008,Unemployment Rate,6.6
MT,2008,Unemployment Rate,5.108
NC,2008,Unemployment Rate,6.133
ND,2008,Unemployment Rate,3.192
NE,2008,Unemployment Rate,3.342
NH,2008,Unemployment Rate,3.867
NJ,2008,Unemployment Rate,5.358
